place_name,state_ut,district,city_or_town,nearest_major_city,category
Bawali Rajbari & Heritage Homestead,West Bengal,South 24 Parganas,Nodakhali,Kolkata,Heritage
Bhagabatpur Crocodile Project Sundarbans,South 24 Parganas,South 24 Parganas,Namkhana,Kolkata,Wildlife
Burirdabri Watch Tower & Mudwalk Sundarbans,West Bengal,South 24 Parganas,Hingalganj,Kolkata,Wildlife
Chintamoni Kar Bird Sanctuary (Narendrapur),West Bengal,South 24 Parganas,Narendrapur,Kolkata,Wildlife
Diamond Harbour & Portuguese Fort Ruins,West Bengal,South 24 Parganas,Diamond Harbour,Kolkata,Heritage
Dobanki Canopy Walk (Sundarbans),West Bengal,South 24 Parganas,Gosaba,Kolkata,Wildlife
Falta Riverside & Historic British Refuge Hub,West Bengal,South 24 Parganas,Falta,Kolkata,Heritage
Gosaba (Sir Daniel Hamilton Estate & Beacon),West Bengal,South 24 Parganas,Gosaba,Kolkata,Heritage
Haliday Island Wildlife Sanctuary Sundarbans,West Bengal,South 24 Parganas,Gosaba,Kolkata,Wildlife
Henry's Island,West Bengal,South 24 Parganas,Bakkhali,Kolkata,Island
Jharkhali Eco-Tourism Hub & Tiger Centre,South 24 Parganas,South 24 Parganas,Basanti,Kolkata,Wildlife
Lothian Island Wildlife Sanctuary Sundarbans,West Bengal,South 24 Parganas,Namkhana,Kolkata,Wildlife
Netidhopani Temple Ruins & Watchtower,West Bengal,South 24 Parganas,Gosaba,Kolkata,Heritage
Pakhiralay Village & Sundarbans Launch Ghat,West Bengal,South 24 Parganas,Gosaba,Kolkata,Nature
Patharpratima & Bhagabatpur Crocodile Sanctuary,West Bengal,South 24 Parganas,Patharpratima,Kakdwip,Wildlife
Raichak on Ganges & Fort Radisson,West Bengal,South 24 Parganas,Raichak,Kolkata,Heritage
Sagardwip (Kapil Muni Temple & Gangasagar),West Bengal,South 24 Parganas,Sagar,Kolkata,Pilgrimage
Sajnekhali Tiger Reserve,West Bengal,South 24 Parganas,Sajnekhali,Kolkata,Wildlife
Sudhanyakhali Watch Tower (Sundarbans),West Bengal,South 24 Parganas,Gosaba,Kolkata,Wildlife
Sunderban Tiger Reserve,West Bengal,South 24 Parganas,Gosaba,Kolkata,Wildlife
Raiganj Wildlife Sanctuary (Kulik Bird Sanctuary),West Bengal,Uttar Dinajpur,Raiganj,Raiganj,Wildlife
Sundarbans National Park,West Bengal,South 24 Parganas,Budge Budge,Kolkata,Wildlife
Digha,West Bengal,Purba Medinipur,Digha,Kolkata,Beach
Terracotta Temples Bishnupur,West Bengal,Bankura,Saltora,Asansol,Temple
Shantiniketan,West Bengal,Birbhum,Santiniketan,Bolpur,Heritage
Kalighat Temple,West Bengal,Kolkata,Kolkata,Kolkata,Temple
Mirik,West Bengal,Darjeeling,Darjeeling,Siliguri,Hill Station
Indian Botanical Garden,West Bengal,Howrah,Shibpur,Kolkata,Park
Prinsep Ghat,West Bengal,Kolkata,Kolkata,Kolkata,Riverfront
Sajnekhali Wildlife Sanctuary,West Bengal,Sundarbans,Sundarbans,Sundarbans,Wildlife
New Digha,West Bengal,Purba Medinipur,Digha,Kolkata,Beach
ISKCON Mayapur,West Bengal,Nadia,Bethuadahari,Krishnanagar,Heritage
Jalpesh Temple,West Bengal,Jalpaiguri,Chalsa,Malbazar,Temple
Ghoom Monastery (Samten Choeling),West Bengal,Darjeeling,Darjeeling,Siliguri,Religious
"Indian Museum, Kolkata",West Bengal,Kolkata,Kolkata,Kolkata,Museum
Jorasanko Thakurbari,West Bengal,Kolkata,Kolkata,Kolkata,Heritage
