place_name,state_ut,district,city_or_town,nearest_major_city,category
Guindy National Park,Tamil Nadu,Chennai,Chennai,Chennai,Wildlife
IIT Madras,Tamil Nadu,Chennai,Chennai,Chennai,Eco Tourism
Iskcon Temple,Tamil Nadu,Chennai,Injambakkam,Chennai,Temple
Kapaleeshwarar Temple Mylapore,Tamil Nadu,Chennai,Chennai,Chennai,Temple
Madras High Court Heritage Complex Chennai,Tamil Nadu,Chennai,Chennai,Chennai,Heritage
Marina Beach,Tamil Nadu,Chennai,Chennai,Chennai,Beach
Matsya Narayana Temple,Tamil Nadu,Chennai,Uthandi,Chennai,Temple
Parthasarathy Temple Triplicane,Tamil Nadu,Chennai,Chennai,Chennai,Temple
Perarignar Anna Museum,Tamil Nadu,Chennai,Chennai,Chennai,Museum
Perungudi Lake,Tamil Nadu,Chennai,Chennai,Chennai,Lake
Phoenix Marketcity,Tamil Nadu,Chennai,Velachery,Chennai,Shopping
San Thome Basilica Chennai,Tamil Nadu,Chennai,Chennai,Chennai,Church
Semmozhi Poonga Chennai,Tamil Nadu,Chennai,Chennai,Chennai,Garden
St. Mary's Church Fort St. George,Tamil Nadu,Chennai,Chennai,Chennai,Church
Taj Wellington Mews,Tamil Nadu,Chennai,Taramani,Chennai,Other
Theosophical Society Adyar Chennai,Tamil Nadu,Chennai,Chennai,Chennai,Nature
Thiruvalluvar Nagar Beach,Tamil Nadu,Chennai,Thiruvanmiyur,Chennai,Beach
Thousand Lights Mosque Chennai,Tamil Nadu,Chennai,Chennai,Chennai,Heritage
Vadapalani Murugan Temple Chennai,Tamil Nadu,Chennai,Chennai,Chennai,Temple
World Trade Centre,Tamil Nadu,Chennai,Perungudi,Chennai,Other
Writer's Café,Tamil Nadu,Chennai,Taramani,Chennai,Cafe
Adiyogi Shiva Statue,Tamil Nadu,Coimbatore,Semmedu,Coimbatore,Monument
Aliyar Dam & Reservoir Pollachi,Tamil Nadu,Coimbatore,Pollachi,Coimbatore,Engineering
Anamalai Tiger Reserve (Top Slip & Sethumadai),Tamil Nadu,Coimbatore,Pollachi,Coimbatore,Wildlife
Arulmigu Sri Eachanari Vinayagar Temple,Tamil Nadu,Coimbatore,Eachanari,Coimbatore,Temple
Bharathiar University,Tamil Nadu,Coimbatore,Marudhamalai Road,Coimbatore,Eco Tourism
Bheeman Immovable Stone,Tamil Nadu,Coimbatore,Velliangiri Hills,Coimbatore,Nature
Birla Waterfall,Tamil Nadu,Coimbatore,Valparai,Pollachi,Waterfall
Black Thunder Water Theme Park,Tamil Nadu,Coimbatore,Mettupalayam,Coimbatore,Adventure
Carver Marsh Statue (Kavarkal Estate),Tamil Nadu,Coimbatore,Valparai,Pollachi,Monument
Central Library Coimbatore,Tamil Nadu,Coimbatore,Coimbatore,Coimbatore,Heritage
Chinna Kalar Waterfall,Tamil Nadu,Coimbatore,Valparai,Pollachi,Waterfall
Cross Cut Road Shopping,Tamil Nadu,Coimbatore,Gandhipuram,Coimbatore,Shopping
Dhyanalinga Meditation and Yoga Centre,Tamil Nadu,Coimbatore,Semmedu,Coimbatore,Spiritual
Diwan Bahadur Road (DB Road) Shopping,Tamil Nadu,Coimbatore,RS Puram,Coimbatore,Shopping
Ernatica Sea World Amusement Park,Tamil Nadu,Coimbatore,Coimbatore,Coimbatore,Other
Exotic Bird Park,Tamil Nadu,Coimbatore,Mettupalayam,Coimbatore,Wildlife
Gass Forest Museum Coimbatore,Tamil Nadu,Coimbatore,Coimbatore,Coimbatore,Museum
Gedee Car Museum,Tamil Nadu,Coimbatore,Coimbatore,Coimbatore,Museum
Gedee Science Museum,Tamil Nadu,Coimbatore,Coimbatore,Coimbatore,Museum
Government Arts College,Tamil Nadu,Coimbatore,Coimbatore,Coimbatore,Heritage
Iraichal Parai Waterfall,Tamil Nadu,Coimbatore,Valparai,Pollachi,Waterfall
Isha Yoga Temple,Tamil Nadu,Coimbatore,Semmedu,Coimbatore,Spiritual
Kovai Kutralam Waterfall,Tamil Nadu,Coimbatore,Chadivayal,Coimbatore,Waterfall
Marudamalai Murugan Temple Coimbatore,Tamil Nadu,Coimbatore,Coimbatore,Coimbatore,Temple
Marudhamalai Temple,Tamil Nadu,Coimbatore,Marudhamalai,Coimbatore,Temple
Masaniamman Temple,Tamil Nadu,Coimbatore,Anaimalai,Pollachi,Temple
Monkey Waterfalls,Tamil Nadu,Coimbatore,Pollachi,Pollachi,Waterfall
Narasipuram Multi Step Waterfall (Vaidehi Falls),Tamil Nadu,Coimbatore,Narasipuram,Coimbatore,Waterfall
Perur Pateeswarar Temple,Tamil Nadu,Coimbatore,Perur,Coimbatore,Temple
Sholayar Dam Lake Viewpoint,Tamil Nadu,Coimbatore,Valparai,Pollachi,Lake
Singanallur Lake,Tamil Nadu,Coimbatore,Singanallur,Coimbatore,Lake
Siruvani Waterfall,Tamil Nadu,Coimbatore,Chadivayal,Coimbatore,Waterfall
St. Michael's Cathedral,Tamil Nadu,Coimbatore,Coimbatore,Coimbatore,Church
Sungam Lake Boating (Valankulam Lake),Tamil Nadu,Coimbatore,Coimbatore,Coimbatore,Lake
Valparai Hill Station & 40 Hairpin Bends,Tamil Nadu,Coimbatore,Valparai,Coimbatore,Mountain
Valparai Market,Tamil Nadu,Coimbatore,Valparai,Pollachi,Market
Varadaraja Perumal Temple,Tamil Nadu,Coimbatore,Peelamedu,Coimbatore,Temple
Velliangiri Sivan Hill Temple,Tamil Nadu,Coimbatore,Poondi,Coimbatore,Temple
Velliangiri Temple Trail Trek,Tamil Nadu,Coimbatore,Poondi,Coimbatore,Trekking
VOC Ground Amusement Park,Tamil Nadu,Coimbatore,Coimbatore,Coimbatore,Other
Pichavaram Mangrove Forest,Tamil Nadu,Cuddalore,Chidambaram,Puducherry,Mountain
Silver Beach Cuddalore,Tamil Nadu,Cuddalore,Cuddalore,Puducherry,Beach
Thillai Nataraja Temple Chidambaram,Tamil Nadu,Cuddalore,Chidambaram,Cuddalore,Temple
Hogenakkal Falls,Tamil Nadu,Dharmapuri,Pennagaram,Salem,Mountain
Berijam Lake Kodaikanal,Tamil Nadu,Dindigul,Kodaikanal,Madurai,Nature
Bryant Park Kodaikanal,Tamil Nadu,Dindigul,Kodaikanal,Madurai,Garden
Coaker's Walk Kodaikanal,Tamil Nadu,Dindigul,Kodaikanal,Madurai,Mountain
Green Valley View (Suicide Point) Kodaikanal,Tamil Nadu,Dindigul,Kodaikanal,Madurai,Mountain
Guna Caves (Devil's Kitchen) Kodaikanal,Tamil Nadu,Dindigul,Kodaikanal,Madurai,Caves
Kodaikanal Lake,Tamil Nadu,Dindigul,Kodaikanal,Madurai,Lake
Kukkal Caves Kodaikanal,Tamil Nadu,Dindigul,Kukkal,Madurai,Caves
Mannavanur Lake Kodaikanal,Tamil Nadu,Dindigul,Mannavanur,Madurai,Nature
Pillar Rocks Kodaikanal,Tamil Nadu,Dindigul,Kodaikanal,Madurai,Mountain
Silver Cascade Falls Kodaikanal,Tamil Nadu,Dindigul,Kodaikanal,Madurai,Waterfalls
Sirumalai Hill Station Dindigul,Tamil Nadu,Dindigul,Sirumalai,Dindigul,Mountain
Thalaiyar Falls (Rat Tail Falls) Dindigul,Tamil Nadu,Dindigul,Kodaikanal,Dindigul,Waterfalls
Bhavanisagar Dam (Lower Bhavani Dam),Tamil Nadu,Erode,Bhavanisagar,Erode,Engineering
Kodiveri Waterfall and Dam,Tamil Nadu,Erode,Gobichettipalayam,Erode,Waterfall
Kodumanal Archaeological Industrial Site,Tamil Nadu,Erode,Perundurai,Erode,Archaeological
Sathyamangalam Tiger Reserve Erode,Tamil Nadu,Erode,Sathyamangalam,Erode,Wildlife
Ekambareswarar Temple Kanchipuram,Tamil Nadu,Kanchipuram,Kanchipuram,Chennai,Temple
Kailasanathar Temple Kanchipuram,Tamil Nadu,Kanchipuram,Kanchipuram,Chennai,Archaeological
Kamakshi Amman Temple Kanchipuram,Tamil Nadu,Kanchipuram,Kanchipuram,Chennai,Temple
Chitharal Jain Rock-Cut Monuments Kanyakumari,Tamil Nadu,Kanyakumari,Chitharal,Nagercoil,Archaeological
Kanyakumari Bhagavathi Amman Temple & Triveni Sangam,Tamil Nadu,Kanyakumari,Kanyakumari,Kanyakumari,Temple
Mathoor Aqueduct (Mathoor Hanging Trough),Tamil Nadu,Kanyakumari,Thiruvattar,Nagercoil,Engineering
Muttom Beach & 1875 Lighthouse Kanyakumari,Tamil Nadu,Kanyakumari,Muttom,Nagercoil,Beach
Padmanabhapuram Palace Kanyakumari,Tamil Nadu,Kanyakumari,Thuckalay,Nagercoil,Palace
Sothavilai Beach Kanyakumari,Tamil Nadu,Kanyakumari,Agasteeswaram,Kanyakumari,Beach
Suchindram Thanumalayan Temple,Tamil Nadu,Kanyakumari,Suchindram,Kanyakumari,Temple
Thiruvattar Adikesava Perumal Temple,Tamil Nadu,Kanyakumari,Thiruvattar,Nagercoil,Temple
Udayagiri Fort & De Lannoy Tomb,Tamil Nadu,Kanyakumari,Puliyoorkurichi,Nagercoil,Fort
Vattakottai Fort Kanyakumari,Tamil Nadu,Kanyakumari,Agasteeswaram,Kanyakumari,Fort
Vivekananda Rock Memorial & Thiruvalluvar Statue,Tamil Nadu,Kanyakumari,Kanyakumari,Kanyakumari,Monument
Vivekananda Rock Memorial Kanyakumari,Tamil Nadu,Kanyakumari,Kanyakumari,Nagercoil,Monument
Mayiladumparai Archaeological Site Krishnagiri,Tamil Nadu,Krishnagiri,Bargur,Krishnagiri,Heritage
Arittapatti Biodiversity Heritage Site,Tamil Nadu,Madurai,Melur,Madurai,Nature
Gandhi Memorial Museum Madurai,Tamil Nadu,Madurai,Madurai,Madurai,Museum
Goripalayam Dargah Madurai,Tamil Nadu,Madurai,Madurai,Madurai,Spiritual
Kallalagar Temple Alagar Kovil,Tamil Nadu,Madurai,Alagar Kovil,Madurai,Temple
Kazimar Big Mosque Madurai,Tamil Nadu,Madurai,Madurai,Madurai,Heritage
Meenakshi Amman Temple Madurai,Tamil Nadu,Madurai,Madurai,Madurai,Temple
Pazhamudircholai Murugan Temple,Tamil Nadu,Madurai,Alagar Kovil,Madurai,Temple
Samanar Malai (Jain Hill) Keelakuyilkudi,Tamil Nadu,Madurai,Keelakuyilkudi,Madurai,Caves
Thirumalai Nayak Palace Madurai,Tamil Nadu,Madurai,Madurai,Madurai,Palace
Thirupparankundram Murugan Temple,Tamil Nadu,Madurai,Thirupparankundram,Madurai,Temple
Danish Fort Tharangambadi (Fort Dansborg),Tamil Nadu,Mayiladuthurai,Tharangambadi,Mayiladuthurai,Fort
Poompuhar,Tamil Nadu,Mayiladuthurai,Sirkazhi,Thanjavur,Trek
Thirukadaiyur Amritaghateswarar Abhirami Temple,Tamil Nadu,Mayiladuthurai,Thirukkadaiyur,Mayiladuthurai,Temple
Tranquebar,Tamil Nadu,Mayiladuthurai,Tharangambadi,Nagapattinam,Beach
Basilica of Our Lady of Good Health Velankanni,Tamil Nadu,Nagapattinam,Velankanni,Nagapattinam,Church
Sikkal Singaravelar Temple,Tamil Nadu,Nagapattinam,Sikkal,Nagapattinam,Temple
Kolli Hills,Tamil Nadu,Namakkal,Semmedu,Salem,Mountain
Namakkal Fort & Narasimha Cave Temple,Tamil Nadu,Namakkal,Namakkal,Salem,Fort
Archedin Hills View Point Echo,Tamil Nadu,Nilgiris,Coonoor,Coonoor,Viewpoint
Burliyar Bridge,Tamil Nadu,Nilgiris,Burliyar,Mettupalayam,Heritage
Catherine Falls Kotagiri,Tamil Nadu,Nilgiris,Kotagiri,Coimbatore,Waterfalls
Coonoor Black Bridge,Tamil Nadu,Nilgiris,Wellington,Coonoor,Heritage
Coonoor Law's Falls,Tamil Nadu,Nilgiris,Coonoor,Coonoor,Waterfall
Coonoor Madras Regiment Museum,Tamil Nadu,Nilgiris,Wellington,Coonoor,Museum
Coonoor Manekshaw Bridge,Tamil Nadu,Nilgiris,Wellington,Coonoor,Monument
Coonoor Nilgiri Mountain Railway Bridge,Tamil Nadu,Nilgiris,Coonoor,Coonoor,Heritage
Coonoor Nilgiris Tea Garden,Tamil Nadu,Nilgiris,Coonoor,Coonoor,Nature
Coonoor Sim's Park,Tamil Nadu,Nilgiris,Coonoor,Coonoor,Nature
Coonoor Sim's Park Hidden Valley Fountain,Tamil Nadu,Nilgiris,Coonoor,Coonoor,Viewpoint
Coonoor Wellington Gymkhana Club,Tamil Nadu,Nilgiris,Wellington,Coonoor,Heritage
Coonoor Wellington Lake,Tamil Nadu,Nilgiris,Wellington,Coonoor,Lake
Doddabetta Peak Ooty,Tamil Nadu,Nilgiris,Ooty,Coimbatore,Mountain
Dolphin's Nose View Point Coonoor,Tamil Nadu,Nilgiris,Coonoor,Coonoor,Viewpoint
Emerald Lake & Avalanche Lake Nilgiris,Tamil Nadu,Nilgiris,Avalanche,Coimbatore,Nature
Government Botanical Garden Ooty,Tamil Nadu,Nilgiris,Ooty,Coimbatore,Garden
Government Rose Garden Ooty,Tamil Nadu,Nilgiris,Ooty,Coimbatore,Garden
Hillgrove Scenic Train Pass,Tamil Nadu,Nilgiris,Hillgrove,Coonoor,Heritage
Huligal Hills Coonoor,Tamil Nadu,Nilgiris,Huligal,Coonoor,Mountain
Kodanad Viewpoint Kotagiri,Tamil Nadu,Nilgiris,Kotagiri,Coimbatore,Mountain
Kolakambai Waterfalls (Kullakamby),Tamil Nadu,Nilgiris,Kolakambai,Coonoor,Waterfall
Kotagiri,Tamil Nadu,Nilgiris,Kotagiri,Coimbatore,Mountain
Masinagudi Maravakandy Dam,Tamil Nadu,Nilgiris,Masinagudi,Ooty,Wildlife
Mudumalai Tiger Reserve (Theppakadu Elephant Camp),Tamil Nadu,Nilgiris,Theppakadu,Ooty,Wildlife
Mukurthi National Park Nilgiris,Tamil Nadu,Nilgiris,Ooty,Ooty,Wildlife
Ooty Arboretum & Tea Garden,Tamil Nadu,Nilgiris,Udhagamandalam,Ooty,Nature
Ooty Commercial Street,Tamil Nadu,Nilgiris,Udhagamandalam,Ooty,Shopping
Ooty CSI St. Stephen's Church,Tamil Nadu,Nilgiris,Udhagamandalam,Ooty,Church
Ooty Government Botanical Garden (Horticulture),Tamil Nadu,Nilgiris,Udhagamandalam,Ooty,Nature
Ooty Government Museum,Tamil Nadu,Nilgiris,Udhagamandalam,Ooty,Museum
Ooty Ketti Valley Viewpoint,Tamil Nadu,Nilgiris,Ketti,Ooty,Viewpoint
Ooty Lake Boating,Tamil Nadu,Nilgiris,Udhagamandalam,Ooty,Lake
Ooty Municipal Market,Tamil Nadu,Nilgiris,Udhagamandalam,Ooty,Market
Ooty Pine Forest,Tamil Nadu,Nilgiris,Ooty,Ooty,Forest
Ooty Railway Hill Station,Tamil Nadu,Nilgiris,Udhagamandalam,Ooty,Heritage
Ooty Romantic Boating (Honeymoon Boat House),Tamil Nadu,Nilgiris,Udhagamandalam,Ooty,Romantic
Ooty Thunder World Amusement Park,Tamil Nadu,Nilgiris,Udhagamandalam,Ooty,Other
Ooty Tiger Point,Tamil Nadu,Nilgiris,Ooty,Ooty,Viewpoint
Ooty Upper Bazaar,Tamil Nadu,Nilgiris,Udhagamandalam,Ooty,Market
Pakasuran Peak View Point Coonoor (Droog Fort),Tamil Nadu,Nilgiris,Coonoor,Coonoor,Fort
Pykara Waterfalls & Pykara Lake Ooty,Tamil Nadu,Nilgiris,Ooty,Coimbatore,Waterfalls
Sim's Park Coonoor,Tamil Nadu,Nilgiris,Coonoor,Coimbatore,Garden
Sleeping Lady View Point,Tamil Nadu,Nilgiris,Coonoor,Coonoor,Viewpoint
St. Stephen's Church Ooty,Tamil Nadu,Nilgiris,Ooty,Coimbatore,Church
Tea Museum & Tea Factory Ooty,Tamil Nadu,Nilgiris,Ooty,Coimbatore,Museum
Avudaiyarkoil (Thiruperunturai),Tamil Nadu,Pudukkottai,Avudaiyarkoil,Pudukkottai,Temple
Kodumbalur Moovar Koil Pudukkottai,Tamil Nadu,Pudukkottai,Kodumbalur,Pudukkottai,Heritage
Kudumiyanmalai Sikhagiriswarar Temple & Inscriptions,Tamil Nadu,Pudukkottai,Kudumiyanmalai,Pudukkottai,Archaeological
Narthamalai Vijayalaya Choleeswaram & Caves,Tamil Nadu,Pudukkottai,Narthamalai,Pudukkottai,Archaeological
Sittannavasal Cave & 9th-Century Jain Frescoes,Tamil Nadu,Pudukkottai,Annavasal,Pudukkottai,Caves
Tirumayam Fort & Rock-Cut Cave Temples,Tamil Nadu,Pudukkottai,Tirumayam,Pudukkottai,Fort
Viralimalai Murugan Temple & Peacock Sanctuary,Tamil Nadu,Pudukkottai,Viralimalai,Tiruchirappalli,Temple
Ariyaman Beach (Kushi Beach) Ramanathapuram,Tamil Nadu,Ramanathapuram,Mandapam,Ramanathapuram,Beach
Devipattinam Navagrahapasanasthal (Navabashanam Sea Temple),Tamil Nadu,Ramanathapuram,Devipattinam,Ramanathapuram,Spiritual
Dhanushkodi Ghost Town & Beach,Tamil Nadu,Ramanathapuram,Dhanushkodi,Rameswaram,Heritage
Dr. A.P.J. Abdul Kalam National Memorial Rameswaram,Tamil Nadu,Ramanathapuram,Rameswaram,Madurai,Memorial
Kothandaramaswamy Temple Dhanushkodi,Tamil Nadu,Ramanathapuram,Dhanushkodi,Rameswaram,Temple
Kurusadai Island,Tamil Nadu,Ramanathapuram,Mandapam,Madurai,Island
Pamban Bridge (Cantilever Sea Bridge),Tamil Nadu,Ramanathapuram,Mandapam,Ramanathapuram,Engineering
Ramalinga Vilasam Palace Ramanathapuram,Tamil Nadu,Ramanathapuram,Ramanathapuram,Madurai,Palace
Ramanathaswamy Temple Rameswaram,Tamil Nadu,Ramanathapuram,Rameswaram,Madurai,Temple
Mettur Dam (Stanley Reservoir),Tamil Nadu,Salem,Mettur,Salem,Engineering
Sankagiri Fort Salem,Tamil Nadu,Salem,Sankari,Salem,Fort
Yercaud Lake & Emerald Park,Tamil Nadu,Salem,Yercaud,Salem,Lake
Athangudi Palace & Heritage Tile Workshops,Tamil Nadu,Sivaganga,Athangudi,Karaikudi,Heritage
Chettinad,Tamil Nadu,Sivaganga,Karaikudi,Madurai,Trek
Keezhadi Archaeological Site & World-Class Sangam Museum,Tamil Nadu,Sivaganga,Thirupuvanam,Madurai,Archaeological
Pillayarpatti Karpaga Vinayagar Temple,Tamil Nadu,Sivaganga,Tiruppathur,Karaikudi,Temple
Courtallam,Tamil Nadu,Tenkasi,Courtallam,Tirunelveli,Mountain
Sankaranarayanan Temple Sankarankovil,Tamil Nadu,Tenkasi,Sankarankovil,Tirunelveli,Temple
Adi Kumbeswarar Temple Kumbakonam,Tamil Nadu,Thanjavur,Kumbakonam,Kumbakonam,Temple
Airavatesvara Temple Darasuram,Tamil Nadu,Thanjavur,Darasuram,Kumbakonam,Temple
Brihadeeswarar Temple Thanjavur (Big Temple),Tamil Nadu,Thanjavur,Thanjavur,Tiruchirappalli,Heritage
Manora Fort Pattukkottai,Tamil Nadu,Thanjavur,Pattukkottai,Thanjavur,Fort
Sarangapani Temple Kumbakonam,Tamil Nadu,Thanjavur,Kumbakonam,Kumbakonam,Temple
Suryanar Kovil (Navagraha Sun Temple),Tamil Nadu,Thanjavur,Aduthurai,Kumbakonam,Temple
Swamimalai Murugan Temple,Tamil Nadu,Thanjavur,Swamimalai,Kumbakonam,Temple
Thanjavur Maratha Royal Palace & Saraswathi Mahal Library,Tamil Nadu,Thanjavur,Thanjavur,Thanjavur,Palace
Thirunageswaram Naganathar Temple (Rahu Stalam),Tamil Nadu,Thanjavur,Thirunageswaram,Kumbakonam,Temple
Kolukkumalai Tea Estate (World's Highest Tea Plantation),Tamil Nadu,Theni,Bodinayakanur,Munnar,Mountain
Kumbakarai Falls Theni,Tamil Nadu,Theni,Periyakulam,Dindigul,Waterfalls
Meghamalai,Tamil Nadu,Theni,Chinnamanur,Madurai,Mountain
Suruli Falls Theni,Tamil Nadu,Theni,Cumbum,Theni,Waterfalls
Vaigai Dam Andipatti Theni,Tamil Nadu,Theni,Andipatti,Madurai,Engineering
Adichanallur Archaeological Iron Age Site & On-Site Museum,Tamil Nadu,Thoothukudi,Srivaikuntam,Tirunelveli,Archaeological
Kalugumalai Rock-Cut Jain Monuments & Vettuvan Koil,Tamil Nadu,Thoothukudi,Kalugumalai,Kovilpatti,Archaeological
Korkai Ancient Pandyan Port & Archaeological Site,Tamil Nadu,Thoothukudi,Eral,Thoothukudi,Archaeological
Kulasekarapattinam Kadaswamy Beach & Mutharamman Temple,Tamil Nadu,Thoothukudi,Kulasekarapattinam,Thoothukudi,Beach
Manapad Beach & Holy Cross Church,Tamil Nadu,Thoothukudi,Manapad,Thoothukudi,Beach
Our Lady of Snows Basilica Thoothukudi,Tamil Nadu,Thoothukudi,Thoothukudi,Thoothukudi,Church
Panchalankurichi Kattabomman Memorial Fort,Tamil Nadu,Thoothukudi,Ottapidaram,Thoothukudi,Heritage
Sivagalai Archaeological Site Thoothukudi,Tamil Nadu,Thoothukudi,Eral,Tirunelveli,Heritage
Vallanadu Blackbuck Sanctuary Thoothukudi,Tamil Nadu,Thoothukudi,Srivaikuntam,Tirunelveli,Wildlife
Jambukeswarar Temple Thiruvanaikaval,Tamil Nadu,Tiruchirappalli,Thiruvanaikaval,Tiruchirappalli,Temple
Our Lady of Lourdes Church Trichy,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,Tiruchirappalli,Church
Sri Ranganathaswamy Temple Srirangam,Tamil Nadu,Tiruchirappalli,Srirangam,Tiruchirappalli,Temple
Ucchi Pillayar Temple Rockfort Trichy,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,Tiruchirappalli,Temple
Kalakad-Mundanthurai Tiger Reserve (KMTR),Tamil Nadu,Tirunelveli,Ambasamudram,Tirunelveli,Wildlife
Koonthankulam Bird Sanctuary Tirunelveli,Tamil Nadu,Tirunelveli,Nanguneri,Tirunelveli,Wildlife
Manimuthar Falls,Tamil Nadu,Tirunelveli,Ambasamudram,Tirunelveli,Mountain
Nellaiappar Temple Tirunelveli,Tamil Nadu,Tirunelveli,Tirunelveli,Tirunelveli,Temple
St. Antony's Church Uvari,Tamil Nadu,Tirunelveli,Uvari,Tirunelveli,Church
Javadi Hills & Vainu Bappu Observatory,Tamil Nadu,Tirupattur,Kavalur,Vellore,Mountain
Yelagiri Hills & Swamimalai Trek,Tamil Nadu,Tirupattur,Yelagiri,Vellore,Mountain
Amaravathi Dam & Crocodile Farm Udumalpet,Tamil Nadu,Tiruppur,Udumalpet,Coimbatore,Engineering
Nanjarayan Bird Sanctuary Tiruppur,Tamil Nadu,Tiruppur,Tiruppur,Coimbatore,Wildlife
Thirumoorthy Waterfall and Temple,Tamil Nadu,Tiruppur,Udumalpet,Tiruppur,Waterfall
Thiruttani Murugan Temple (Thiruthanigai),Tamil Nadu,Tiruvallur,Tiruttani,Chennai,Temple
Arunachaleswarar Temple & Girivalam Tiruvannamalai,Tamil Nadu,Tiruvannamalai,Tiruvannamalai,Vellore,Temple
Muthupet Mangrove Forest & Lagoon,Tamil Nadu,Tiruvarur,Muthupet,Thanjavur,Nature
Thyagaraja Temple Thiruvarur,Tamil Nadu,Tiruvarur,Thiruvarur,Thiruvarur,Temple
Vellore Fort & Jalakanteswarar Temple,Tamil Nadu,Vellore,Vellore,Vellore,Fort
Gingee Fort (Senji Fort / 'Troy of the East'),Tamil Nadu,Villupuram,Gingee,Tiruvannamalai,Fort
Mandagapattu Cave Temple (Lakshitayatan),Tamil Nadu,Villupuram,Mandagapattu,Villupuram,Archaeological
Krishnagiri Fort,Tamil Nadu,Viluppuram,Gingee,Puducherry,Fort
Srivilliputhur Andal Temple,Tamil Nadu,Virudhunagar,Srivilliputhur,Madurai,Temple
Srivilliputhur Megamalai Tiger Reserve (SMTR),Tamil Nadu,Virudhunagar,Srivilliputhur,Madurai,Wildlife
Gangaikonda Cholapuram,Tamil Nadu,Ariyalur,Ariyalur,Tiruchirappalli,Temple
Elakurichi Church,Tamil Nadu,Ariyalur,Ariyalur,Tiruchirappalli,Heritage
Elakurichi,Tamil Nadu,Ariyalur,Ariyalur,Tiruchirappalli,Heritage
Melapaluvur,Tamil Nadu,Ariyalur,Ariyalur,Tiruchirappalli,Heritage
Keelapaluvur,Tamil Nadu,Ariyalur,Ariyalur,Tiruchirappalli,Heritage
Keelaiyur,Tamil Nadu,Ariyalur,Ariyalur,Tiruchirappalli,Heritage
Vikkiramangalam,Tamil Nadu,Ariyalur,Ariyalur,Tiruchirappalli,Heritage
Sendurai,Tamil Nadu,Ariyalur,Ariyalur,Tiruchirappalli,Heritage
Sennivanam,Tamil Nadu,Ariyalur,Ariyalur,Tiruchirappalli,Heritage
Sripurandan,Tamil Nadu,Ariyalur,Ariyalur,Tiruchirappalli,Heritage
Sattanur Fossil Tree,Tamil Nadu,Ariyalur,Ariyalur,Tiruchirappalli,Nature
Sendurai Limestone Quarries,Tamil Nadu,Ariyalur,Ariyalur,Tiruchirappalli,Nature
Cholagangam Lake,Tamil Nadu,Ariyalur,Ariyalur,Tiruchirappalli,Lake
Udayarpalayam Palace,Tamil Nadu,Ariyalur,Ariyalur,Tiruchirappalli,Heritage
Andimadam,Tamil Nadu,Ariyalur,Ariyalur,Tiruchirappalli,Heritage
Jeyankondam,Tamil Nadu,Ariyalur,Ariyalur,Tiruchirappalli,Heritage
Mahabalipuram,Tamil Nadu,Chengalpattu,Chengalpattu,Chennai,Heritage
Pancha Rathas,Tamil Nadu,Chengalpattu,Chengalpattu,Chennai,Monument
Krishna's Butter Ball,Tamil Nadu,Chengalpattu,Chengalpattu,Chennai,Nature
Mahabalipuram Beach,Tamil Nadu,Chengalpattu,Chengalpattu,Chennai,Beach
India Seashell Museum,Tamil Nadu,Chengalpattu,Chengalpattu,Chennai,Beach
Crocodile Bank,Tamil Nadu,Chengalpattu,Chengalpattu,Chennai,Wildlife
Muttukadu,Tamil Nadu,Chengalpattu,Chengalpattu,Chennai,Nature
Muttukadu Boat House,Tamil Nadu,Chengalpattu,Chengalpattu,Chennai,Nature
Kovalam Beach,Tamil Nadu,Chengalpattu,Chengalpattu,Chennai,Beach
Kovalam Fishing Village,Tamil Nadu,Chengalpattu,Chengalpattu,Chennai,Heritage
Thirukalukundram Hills,Tamil Nadu,Chengalpattu,Chengalpattu,Chennai,Nature
Palavakkam Beach,Tamil Nadu,Chengalpattu,Chengalpattu,Chennai,Beach
Sadras Beach,Tamil Nadu,Chengalpattu,Chengalpattu,Chennai,Beach
Alamparai Beach,Tamil Nadu,Chengalpattu,Chengalpattu,Chennai,Beach
Kalpakkam Beach,Tamil Nadu,Chengalpattu,Chengalpattu,Chennai,Beach
Cheyyur,Tamil Nadu,Chengalpattu,Chengalpattu,Chennai,Heritage
Vedanthangal Bird Sanctuary,Tamil Nadu,Chengalpattu,Chengalpattu,Chennai,Wildlife
Karikili Bird Sanctuary,Tamil Nadu,Chengalpattu,Chengalpattu,Chennai,Wildlife
Vallam Caves,Tamil Nadu,Chengalpattu,Chengalpattu,Chennai,Cave
Cholamandal Coast,Tamil Nadu,Chengalpattu,Chengalpattu,Chennai,Nature
Pulicat Southern Wetlands,Tamil Nadu,Chengalpattu,Chengalpattu,Chennai,Nature
Besant Nagar Beach,Tamil Nadu,Chennai,Chennai,Chennai,Beach
St Mary's Church,Tamil Nadu,Chennai,Chennai,Chennai,Heritage
National Art Gallery,Tamil Nadu,Chennai,Chennai,Chennai,Museum
Connemara Public Library,Tamil Nadu,Chennai,Chennai,Chennai,Heritage
San Thome Basilica,Tamil Nadu,Chennai,Chennai,Chennai,Nature
Thiruvanmiyur Beach,Tamil Nadu,Chennai,Chennai,Chennai,Beach
Theosophical Society Adyar,Tamil Nadu,Chennai,Chennai,Chennai,Heritage
Guindy Children's Park,Tamil Nadu,Chennai,Chennai,Chennai,Nature
