city_id,city_name,state_name,total_verified_activities,adventure_activity_count,water_activity_count,wildlife_activity_count,nature_activity_count,cultural_activity_count,spiritual_activity_count,leisure_activity_count,recreational_activity_count,activity_category_count,activity_subcategory_count,tourism_type_count,activity_count_score,activity_diversity_score,activity_category_score,activity_experience_score,activity_seasonality_score,activity_recognition_score,overall_travel_activity_score,data_completeness_percentage,score_confidence
CT0451,Shahjahanpur,Uttar Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0452,Sitapur,Uttar Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0453,Sultanpur,Uttar Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0454,Tehri,Uttar Pradesh,1,0,1,0,0,0,0,0,0,1,1,1,50.95,37,32,55,87.5,85,53.79,100,High
CT0455,Varanasi,Uttar Pradesh,4,0,1,0,0,2,1,0,0,3,4,2,91.86,71.6,66,65,90,96.25,80.7,100,High
CT0456,Almora,Uttarakhand,2,0,0,1,0,1,0,0,0,2,2,2,69.05,54,49,80,80,90,67.61,100,High
CT0457,Dehra Dun,Uttarakhand,4,2,0,1,1,0,0,0,0,3,4,3,91.86,76.6,66,90,80,92.5,82.89,100,High
CT0458,Haridwar,Uttarakhand,2,0,0,1,0,0,1,0,0,2,2,2,69.05,54,49,65,80,90,66.11,100,High
CT0459,Mussoorie,Uttarakhand,3,1,0,1,0,1,0,0,0,3,3,3,81.9,71,66,80,86.67,95,79.04,100,High
CT0460,Nainital,Uttarakhand,3,1,1,1,0,0,0,0,0,3,3,3,81.9,71,66,80,73.33,88.33,76.71,100,High
CT0461,Pithoragarh,Uttarakhand,2,2,0,0,0,0,0,0,0,1,2,1,69.05,42.6,32,80,60,95,60.96,100,High
CT0462,Alipore,West Bengal,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0463,Alipur Duar,West Bengal,1,0,0,1,0,0,0,0,0,1,1,1,50.95,37,32,55,47.5,95,51.29,100,High
CT0464,Asansol,West Bengal,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0465,Baharampur,West Bengal,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0466,Bally,West Bengal,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0467,Balurghat,West Bengal,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0468,Bankura,West Bengal,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0469,Baranagar,West Bengal,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0470,Barasat,West Bengal,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0471,Barrackpore,West Bengal,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,47.5,85,49.79,100,High
CT0472,Basirhat,West Bengal,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0473,Bhatpara,West Bengal,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0474,Bishnupur,West Bengal,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,47.5,100,52.04,100,High
CT0475,Budge Budge,West Bengal,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0476,Burdwan,West Bengal,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0477,Chandernagore,West Bengal,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,47.5,85,49.79,100,High
CT0478,Darjeeling,West Bengal,3,1,0,0,0,1,0,1,0,3,3,3,81.9,71,66,90,73.33,96.67,78.96,100,High
CT0479,Diamond Harbour,West Bengal,1,0,1,0,0,0,0,0,0,1,1,1,50.95,37,32,55,47.5,95,51.29,100,High
CT0480,Dum Dum,West Bengal,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0481,Durgapur,West Bengal,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0482,Halisahar,West Bengal,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0483,Haora,West Bengal,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0484,Hugli,West Bengal,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0485,Ingraj Bazar,West Bengal,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0486,Jalpaiguri,West Bengal,1,0,0,1,0,0,0,0,0,1,1,1,50.95,37,32,55,47.5,95,51.29,100,High
CT0487,Kalimpong,West Bengal,2,2,0,0,0,0,0,0,0,1,2,1,69.05,42.6,32,80,47.5,90,58.96,100,High
CT0488,Kamarhati,West Bengal,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0489,Kanchrapara,West Bengal,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0490,Kharagpur,West Bengal,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0491,Cooch Behar,West Bengal,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,47.5,100,52.04,100,High
CT0492,Kolkata,West Bengal,2,0,1,0,0,1,0,0,0,2,2,2,69.05,54,49,55,80,90,65.11,100,High
CT0493,Krishnanagar,West Bengal,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0494,Malda,West Bengal,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,47.5,100,52.04,100,High
CT0495,Midnapore,West Bengal,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0496,Murshidabad,West Bengal,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,47.5,100,52.04,100,High
CT0497,Nabadwip,West Bengal,1,0,0,0,0,0,1,0,0,1,1,1,50.95,37,32,55,87.5,85,53.79,100,High
CT0498,Palashi,West Bengal,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0499,Panihati,West Bengal,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0500,Purulia,West Bengal,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,47.5,85,49.79,100,High
CT0501,Raiganj,West Bengal,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0502,Santipur,West Bengal,1,0,0,0,0,1,0,0,0,1,1,1,50.95,37,32,55,87.5,85,53.79,100,High
CT0503,Shantiniketan,West Bengal,2,0,0,0,0,2,0,0,0,1,2,2,69.05,47.6,32,55,47.5,92.5,58.09,100,High
CT0504,Shrirampur,West Bengal,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0505,Siliguri,West Bengal,1,0,0,1,0,0,0,0,0,1,1,1,50.95,37,32,55,87.5,95,55.29,100,High
CT0506,Siuri,West Bengal,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0507,Tamluk,West Bengal,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
CT0508,Titagarh,West Bengal,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,100,High
