district,state,city,domestic_tourists,international_tourists,total_tourists,tourist_growth_rate,average_stay_days,average_spend_per_tourist,hotel_rooms,homestay_capacity,occupancy_rate,seasonal_occupancy,tourism_employment,tourism_revenue,government_tourism_revenue,road_capacity_score,rail_capacity_score,airport_capacity_score,parking_capacity_score,sanitation_score,public_transport_score,tourist_facility_score,current_tourism_investment,planned_tourism_investment,estimated_infrastructure_cost,year,source,source_url,data_year,data_confidence
,Gujarat,Godhra,,,,,,,,,,,,,,,,,,,,,,,,2026,Unverified - Prototype Mode,https://tourism.gov.in/,2026,Unverified
,Gujarat,Jamnagar,,,,,,,,,,,,,,,,,,,,,,,,2026,Unverified - Prototype Mode,https://tourism.gov.in/,2026,Unverified
,Gujarat,Junagadh,,,,,,,,,,,,,,,,,,,,,,,,2026,Unverified - Prototype Mode,https://tourism.gov.in/,2026,Unverified
,Gujarat,Kandla,,,,,,,,,,,,,,,,,,,,,,,,2026,Unverified - Prototype Mode,https://tourism.gov.in/,2026,Unverified
,Gujarat,Khambhat,,,,,,,,,,,,,,,,,,,,,,,,2026,Unverified - Prototype Mode,https://tourism.gov.in/,2026,Unverified
,Gujarat,Kheda,,,,,,,,,,,,,,,,,,,,,,,,2026,Unverified - Prototype Mode,https://tourism.gov.in/,2026,Unverified
,Gujarat,Mahesana,,,,,,,,,,,,,,,,,,,,,,,,2026,Unverified - Prototype Mode,https://tourism.gov.in/,2026,Unverified
,Gujarat,Morbi,,,,,,,,,,,,,,,,,,,,,,,,2026,Unverified - Prototype Mode,https://tourism.gov.in/,2026,Unverified
,Gujarat,Nadiad,,,,,,,,,,,,,,,,,,,,,,,,2026,Unverified - Prototype Mode,https://tourism.gov.in/,2026,Unverified
,Gujarat,Navsari,,,,,,,,,,,,,,,,,,,,,,,,2026,Unverified - Prototype Mode,https://tourism.gov.in/,2026,Unverified
,Gujarat,Okha,,,,,,,,,,,,,,,,,,,,,,,,2026,Unverified - Prototype Mode,https://tourism.gov.in/,2026,Unverified
,Gujarat,Palanpur,,,,,,,,,,,,,,,,,,,,,,,,2026,Unverified - Prototype Mode,https://tourism.gov.in/,2026,Unverified
,Gujarat,Patan,,,,,,,,,,,,,,,,,,,,,,,,2026,Unverified - Prototype Mode,https://tourism.gov.in/,2026,Unverified
,Gujarat,Porbandar,,,,,,,,,,,,,,,,,,,,,,,,2026,Unverified - Prototype Mode,https://tourism.gov.in/,2026,Unverified
,Gujarat,Rajkot,,,,,,,,,,,,,,,,,,,,,,,,2026,Unverified - Prototype Mode,https://tourism.gov.in/,2026,Unverified
,Gujarat,Surat,,,,,,,,,,,,,,,,,,,,,,,,2026,Unverified - Prototype Mode,https://tourism.gov.in/,2026,Unverified
,Gujarat,Surendranagar,,,,,,,,,,,,,,,,,,,,,,,,2026,Unverified - Prototype Mode,https://tourism.gov.in/,2026,Unverified
,Gujarat,Valsad,,,,,,,,,,,,,,,,,,,,,,,,2026,Unverified - Prototype Mode,https://tourism.gov.in/,2026,Unverified
,Gujarat,Veraval,,,,,,,,,,,,,,,,,,,,,,,,2026,Unverified - Prototype Mode,https://tourism.gov.in/,2026,Unverified
,Haryana,Ambala,,,,,,,,,,,,,,,,,,,,,,,,2026,Unverified - Prototype Mode,https://tourism.gov.in/,2026,Unverified
,Haryana,Bhiwani,,,,,,,,,,,,,,,,,,,,,,,,2026,Unverified - Prototype Mode,https://tourism.gov.in/,2026,Unverified
,Haryana,Chandigarh,,,,,,,,,,,,,,,,,,,,,,,,2026,Unverified - Prototype Mode,https://tourism.gov.in/,2026,Unverified
,Haryana,Faridabad,,,,,,,,,,,,,,,,,,,,,,,,2026,Unverified - Prototype Mode,https://tourism.gov.in/,2026,Unverified
,Haryana,Firozpur Jhirka,,,,,,,,,,,,,,,,,,,,,,,,2026,Unverified - Prototype Mode,https://tourism.gov.in/,2026,Unverified
,Haryana,Gurugram,,,,,,,,,,,,,,,,,,,,,,,,2026,Unverified - Prototype Mode,https://tourism.gov.in/,2026,Unverified
,Haryana,Hansi,,,,,,,,,,,,,,,,,,,,,,,,2026,Unverified - Prototype Mode,https://tourism.gov.in/,2026,Unverified
,Haryana,Hisar,,,,,,,,,,,,,,,,,,,,,,,,2026,Unverified - Prototype Mode,https://tourism.gov.in/,2026,Unverified
,Haryana,Jind,,,,,,,,,,,,,,,,,,,,,,,,2026,Unverified - Prototype Mode,https://tourism.gov.in/,2026,Unverified
,Haryana,Kaithal,,,,,,,,,,,,,,,,,,,,,,,,2026,Unverified - Prototype Mode,https://tourism.gov.in/,2026,Unverified
,Haryana,Karnal,,,,,,,,,,,,,,,,,,,,,,,,2026,Unverified - Prototype Mode,https://tourism.gov.in/,2026,Unverified
,Haryana,Kurukshetra,,,,,,,,,,,,,,,,,,,,,,,,2026,Unverified - Prototype Mode,https://tourism.gov.in/,2026,Unverified
,Haryana,Panipat,,,,,,,,,,,,,,,,,,,,,,,,2026,Unverified - Prototype Mode,https://tourism.gov.in/,2026,Unverified
,Haryana,Pehowa,,,,,,,,,,,,,,,,,,,,,,,,2026,Unverified - Prototype Mode,https://tourism.gov.in/,2026,Unverified
,Haryana,Rewari,,,,,,,,,,,,,,,,,,,,,,,,2026,Unverified - Prototype Mode,https://tourism.gov.in/,2026,Unverified
,Haryana,Rohtak,,,,,,,,,,,,,,,,,,,,,,,,2026,Unverified - Prototype Mode,https://tourism.gov.in/,2026,Unverified
,Haryana,Sirsa,,,,,,,,,,,,,,,,,,,,,,,,2026,Unverified - Prototype Mode,https://tourism.gov.in/,2026,Unverified
,Haryana,Sonipat,,,,,,,,,,,,,,,,,,,,,,,,2026,Unverified - Prototype Mode,https://tourism.gov.in/,2026,Unverified
,Himachal Pradesh,Bilaspur,,,,,,,,,,,,,,,,,,,,,,,,2026,Unverified - Prototype Mode,https://tourism.gov.in/,2026,Unverified
,Himachal Pradesh,Chamba,,,,,,,,,,,,,,,,,,,,,,,,2026,Unverified - Prototype Mode,https://tourism.gov.in/,2026,Unverified
,Himachal Pradesh,Dalhousie,,,,,,,,,,,,,,,,,,,,,,,,2026,Unverified - Prototype Mode,https://tourism.gov.in/,2026,Unverified
