place_name,state_ut,district,city_or_town,nearest_major_city,category
Auniati Satra Museum & Inner Sanctum,Assam,Majuli,Garmur,Jorhat,Cultural
Dakhinpat Satra Riverside Grounds,Assam,Majuli,Garmur,Jorhat,Cultural
Samaguri Satra Mask-Making Workshop,Assam,Majuli,Garmur,Jorhat,Cultural
Salmora Traditional Pottery Village,Assam,Majuli,Garmur,Jorhat,Culture
Brahmaputra Sunset Sandspits (Kamalabari Ghat Outskirts),Assam,Majuli,Garmur,Jorhat,Nature
Mayong Rock Inscriptions & Heritage Museum,Assam,Morigaon,Morigaon,Guwahati,Museum
Pobitora Outer River Bunds & Grazing Meadows,Assam,Morigaon,Morigaon,Guwahati,Hill
Kachashila Hill & Shiva Shrine,Assam,Morigaon,Morigaon,Guwahati,Temple
Sitajakhala Stone Stairs & River Bends,Assam,Morigaon,Morigaon,Guwahati,Nature
Champawati Kunda (Chapnalla Falls),Assam,Nagaon,Nagaon,Guwahati,Waterfall
Doboka Reserve Forest Foothill Bends,Assam,Nagaon,Nagaon,Guwahati,Wildlife
Bordowa (Batadrava) Satra Heritage Grounds,Assam,Nagaon,Nagaon,Guwahati,Cultural
Ganga Pukhuri & Mahurani Tanks,Assam,Nalbari,Nalbari,Guwahati,Lake
Hari Mandir Grounds (Barkhetri),Assam,Nalbari,Nalbari,Guwahati,Temple
Sonkuriha Lotus Ponds,Assam,Nalbari,Nalbari,Guwahati,Nature
Disangmukh Riverfront & Mishing Tribal Stilt Villages,Assam,Sivasagar,Sivasagar,Jorhat,Culture
Kareng Ghar Subterranean Tunnels (Gargaon Palace),Assam,Sivasagar,Sivasagar,Jorhat,Heritage
Jaysagar & Gaurisagar Historic Lake Bunds,Assam,Sivasagar,Sivasagar,Jorhat,Lake
Namdang Stone Bridge (Xaku),Assam,Sivasagar,Sivasagar,Jorhat,Engineering Heritage
Bhomoraguri Hillock & Kalia Bhomora River Bluffs,Assam,Sonitpur,Tezpur,Tezpur,Hill
Bura-Chapori Wildlife Sanctuary River Islands,Assam,Sonitpur,Tezpur,Tezpur,Wildlife
Haleshwar Ancient Shiva Linga,Assam,Sonitpur,Tezpur,Tezpur,Nature
Rudrapada Temple Rock-Face,Assam,Sonitpur,Tezpur,Tezpur,Temple
Mankachar Border Outposts & Sand Spits,Assam,South Salmara-Mankachar,Hatsingimari,Dhubri,Heritage
Mir Jumla's Tomb (Thakuranbari),Assam,South Salmara-Mankachar,Hatsingimari,Dhubri,Nature
Kalaichar Border Haat Hinterland,Assam,South Salmara-Mankachar,Hatsingimari,Dhubri,Nature
Sukchar Riverine Islands (Chars),Assam,South Salmara-Mankachar,Hatsingimari,Dhubri,Nature
Daranga & Samdrup Jongkhar Gateway,Assam,Tamulpur,Tamulpur,Guwahati,Nature
Nagrijuli Pebble Riverbeds,Assam,Tamulpur,Tamulpur,Guwahati,Nature
Goreswar Canal Countryside,Assam,Tamulpur,Tamulpur,Guwahati,Nature
Bhairabkunda Western Fringes,Assam,Tamulpur,Tamulpur,Guwahati,Nature
Dibru-Saikhowa Core Sandbars (Churkey Island),Assam,Tinsukia,Tinsukia,Dibrugarh,Nature
Barekuri Village (Macaque Conservation Enclave),Assam,Tinsukia,Tinsukia,Dibrugarh,Culture
Ledo Coalfield Outposts & Stilwell Road Milestone Zero,Assam,Tinsukia,Tinsukia,Dibrugarh,Heritage
Rukmini Island & Brahmaputra Dolphin Bends,Assam,Tinsukia,Tinsukia,Dibrugarh,Nature
Bhairabkunda River Tri-Junction,Assam,Udalguri,Udalguri,Guwahati,Nature
Bornadi Wildlife Sanctuary Buffer,Assam,Udalguri,Udalguri,Guwahati,Wildlife
Khoirabari & Panery Tea Plateau Bends,Assam,Udalguri,Udalguri,Guwahati,Tea Landscape
Nonai River Basin,Assam,Udalguri,Udalguri,Guwahati,Lake
Umwang Plateau Meadows,Assam,West Karbi Anglong,Hamren,Guwahati,Tea Landscape
Myntriang Waterfalls & Hydro Reservoir,Assam,West Karbi Anglong,Hamren,Guwahati,Waterfall
Baithalangso Valley & Riverbeds,Assam,West Karbi Anglong,Hamren,Guwahati,Nature
